Title ID,Title,Genre,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,IMDb Votes,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,,,,
13593,Colony,Action,English,Series,3.7,"United States,Canada,Brazil,Mexico,United Kingdom,India,South Korea,Portugal,Germany,Netherlands,Hungary,Greece,Switzerland,South Africa,Spain,Argentina,Belgium,Israel,Slovakia,Lithuania,Czech Republic,Hong Kong,Romania,Australia,Japan,Singapore,Russia,Sweden,Poland,Iceland,Italy,Thailand,Turkey,France,Malaysia,Colombia",< 30 minutes,,"Peter Jacobson, Josh Holloway, Sarah Wayne Callies, Tory Kittles",7.4,,30559,,5,,12/13/2016,,,,
13594,Naruto Shippuden The Movie: Bonds,Action,Japanese,Movie,6.8,"United States,Canada,France,Belgium,United Kingdom,Japan",1-2 hour,Hajime Kamegaki,"Noriaki Sugiyama, Chie Nakamura, Unshô Ishizuka, Junko Takeuchi",7,77,3734,,,,4/14/2015,,,,
13595,Heartbreaker,Comedy,"French, English, Spanish, Japanese, Arabic, Mandarin",Movie,3.2,France,1-2 hour,Pascal Chaumeil,"Romain Duris, Vanessa Paradis, Julie Ferrier, François Damiens",6.7,68,25397,2,9,"$504,030 ",4/14/2015,,,,
13596,The Arrival,Mystery,"English, Spanish",Movie,3,"Switzerland,France,Portugal,Brazil,Spain,Germany,Italy,Argentina,Mexico,Colombia",1-2 hour,David Twohy,"Shane, Charlie Sheen, Richard Schiff, Lindsay Crouse",6.2,65,32887,1,1,"$14,063,331 ",4/14/2015,,,,
13597,The Adventures of Elmo in Grouchland,Fantasy,English,Movie,6.8,"Canada,Netherlands",1-2 hour,Gary Halvorson,"Kevin Clash, Mandy Patinkin, Sonia Manzano, Vanessa Williams",5.8,77,2953,1,1,"$11,683,047 ",4/14/2015,,,,
13598,S.W.A.T.,Crime,"English, Spanish, French",Movie,2.5,"Japan,Belgium,Russia,Brazil,Netherlands,South Africa,Iceland,Israel,Australia,Argentina,Greece,Turkey,Mexico,United States,Colombia,France,Sweden,Switzerland,India,Spain,Portugal,United Kingdom,Canada",1-2 hour,Clark Johnson,"Colin Farrell, Michelle Rodriguez, Samuel L. Jackson, LL Cool J",6,48,138447,5,5,"$116,934,650 ",4/14/2015,,,,
13599,You Are Beautiful,Comedy,Korean,Series,6.9,"France,Russia,Hungary,Belgium,India,Lithuania,Romania,Switzerland,United Kingdom,South Africa,Hong Kong,Thailand,Iceland,Czech Republic,Netherlands,Spain,Germany,Portugal,Israel,Italy,Australia,Poland,Singapore,Greece,Malaysia,Slovakia,Sweden,Turkey",< 30 minutes,,"Yong-hwa Jung, Park Shin-Hye, Hong-ki Lee, Keun-Suk Jang",7.7,,3919,1,,,4/14/2015,,,,
13600,Naruto Shippuden: The Movie,Action,Japanese,Movie,7.2,"United States,Canada,France,Belgium,United Kingdom,Japan",1-2 hour,Hajime Kamegaki,"Chie Nakamura, Yôichi Masukawa, Kôichi Tôchika, Junko Takeuchi",6.9,83,3127,,,,4/14/2015,,,,
13601,Aziz Ansari: Buried Alive,Comedy,English,Movie,7.5,"Belgium,Brazil,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,Netherlands,Spain,Portugal,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Israel,Hong Kong,Iceland,Hungary,Romania,South Africa,Japan,Italy,Thailand,Turkey",1-2 hour,"Will Lovelace, Dylan Southern",Aziz Ansari,7.3,100,3657,,1,,4/14/2015,,,,
13602,You Will Meet a Tall Dark Stranger,Comedy,"English, Italian",Movie,2.7,"Czech Republic,Slovakia",1-2 hour,Woody Allen,"Anthony Hopkins, Rupert Frazer, Pauline Collins, Gemma Jones",6.3,46,43886,2,6,"$3,248,246 ",4/14/2015,,,,
13603,Austin Powers: The Spy Who Shagged Me,Crime,"English, German",Movie,2.9,"Japan,Canada,Greece,Australia",1-2 hour,Jay Roach,"Robert Wagner, Michael York, Mike Myers, Heather Graham",6.6,52,217014,18,31,"$206,040,086 ",4/14/2015,,,,
13604,The Jungle Bunch: The Movie,Animation,French,Movie,7.6,Poland,30-60 mins,"Eric Tosti, David Alaux","Paul Borne, Emmanuel Curtil, Michel Mella, Laurent Morteau",5.6,,448,1,2,,4/14/2015,,,,
13605,Julie and Julia,Biography,"English, French",Movie,3.5,"Switzerland,South Korea,Portugal,Spain,Italy,Turkey,India,Poland,Hungary,Czech Republic,Lithuania,Romania,Iceland",> 2 hrs,Nora Ephron,"Stanley Tucci, Amy Adams, Meryl Streep, Chris Messina",7,77,108651,24,47,"$94,125,426 ",4/14/2015,,,,
13606,Willy Wonka and the Chocolate Factory,Fantasy,"English, French, German, Italian",Movie,3.9,"United Kingdom,Spain,Portugal",1-2 hour,Mel Stuart,"Roy Kinnear, Peter Ostrum, Gene Wilder, Jack Albertson",7.8,90,179196,2,3,"$526,633 ",4/14/2015,,,,
13607,The Square,Documentary,"Arabic, English",Movie,5.1,"United States,Canada,Mexico,United Kingdom,Sweden,Argentina,Brazil,Netherlands,Colombia",1-2 hour,Jehane Noujaim,"Ahmed Hassan, Ramy Essam, Magdy Ashour, Khalid Abdalla",8.1,100,8631,17,16,"$124,244 ",4/14/2015,,,,
13608,Adore,Drama,English,Movie,2.2,South Korea,1-2 hour,Anne Fontaine,"Robin Wright, Naomi Watts, James Frecheville, Xavier Samuel",6.2,33,32447,1,4,"$318,982 ",4/14/2015,,,,
13609,Catch and Release,Comedy,"English, Sanskrit",Movie,2.1,"France,South Africa,Switzerland,Canada,Brazil,Spain,Italy,India,Argentina,Mexico,Colombia",1-2 hour,Susannah Grant,"Kevin Smith, Jennifer Garner, Timothy Olyphant, Sam Jaeger",6,22,24239,,,"$15,539,051 ",4/14/2015,,,,
13610,Beyblade Burst Rise,Action,English,Series,8.7,"United States,Canada,Japan,Australia,South Korea",< 30 minutes,,"Armen Taylor, Alexandra Yastishock",7.5,,62,,,,11/16/2020,,,,
13611,Austin Powers in Goldmember,Crime,"English, Japanese, German, French",Movie,2.9,"Switzerland,Canada,Italy,Australia",1-2 hour,Jay Roach,"Seth Green, Michael York, Mike Myers, Beyoncé",6.2,53,195925,5,22,"$213,307,889 ",4/14/2015,,,,
13612,Shorts,Fantasy,English,Movie,4,United States,1-2 hour,Robert Rodriguez,"Trevor Gagnon, Jake Short, Kat Dennings, Jimmy Bennett",4.7,47,6878,1,1,"$20,919,166 ",4/14/2015,,,,
13613,My Babysitters a Vampire,Fantasy,English,Movie,6.7,"Switzerland,Germany",1-2 hour,Bruce McDonald,"Matthew Knight, Cameron Kennedy, Vanessa Morgan, Atticus Mitchell",6.2,72,3317,,4,,4/14/2015,,,,
13614,Aziz Ansari Live at Madison Square Garden,Comedy,English,Movie,7.7,"Belgium,Brazil,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,Netherlands,Spain,Portugal,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Israel,Hong Kong,Iceland,Hungary,Romania,South Africa,Japan,Italy,Thailand,Turkey",30-60 mins,,Aziz Ansari,6.7,100,2957,,,,4/14/2015,,,,
13615,Thomas and Friends: Tale of the Brave,Fantasy,English,Movie,8.7,Japan,1-2 hour,Rob Silvestri,"Jonathan Broadbent, Olivia Colman, Mark Moraghan, Jules de Jongh",6.6,84,196,,,,4/14/2015,,,,
13616,We Need to Talk About Kevin,Drama,English,Movie,3.6,South Korea,1-2 hour,Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",7.5,75,138703,26,66,"$1,738,692 ",4/14/2015,,,,
13617,Horsin Around,Family,English,Movie,9.7,"Canada,Germany,Sweden,Spain,Iceland,Slovakia,Poland,Lithuania,Czech Republic,Romania,Greece,India,South Korea,Russia,Israel,Australia,Singapore,Portugal,Brazil,Hong Kong,Japan,Belgium,Mexico,Switzerland,South Africa,Italy,Thailand,Hungary,Argentina,United Kingdom,Netherlands,Turkey,France,Malaysia",< 30 minutes,,"Sarah Lynn, BoJack Horseman, Joelle Clark, Bradley Hitler-Smith",9.5,,6,,,,4/14/2015,,,,
13618,Harry Potter and the Chamber of Secrets,Fantasy,English,Movie,3.6,Turkey,> 2 hrs,Chris Columbus,"Richard Griffiths, Daniel Radcliffe, Rupert Grint, Emma Watson",7.4,82,555834,13,46,"$262,450,136 ",4/14/2015,,,,
13619,Alpha and Omega,Animation,English,Movie,1.8,"United Kingdom,Iceland,Australia,Turkey",1-2 hour,"Ben Gluck, Anthony Bell","Danny Glover, Dennis Hopper, Justin Long, Hayden Panettiere",5.2,18,13367,,1,"$25,107,267 ",4/14/2015,,,,
13620,Shes All That,Comedy,English,Movie,2.5,Canada,1-2 hour,Robert Iscove,"Freddie Prinze Jr., Matthew Lillard, Rachael Leigh Cook, Paul Walker",5.9,40,84937,8,5,"$63,366,989 ",4/14/2015,,,,
13621,American Psycho,Crime,"English, Spanish, Cantonese",Movie,3.5,"United Kingdom,France,Lithuania,Russia,South Africa,Hungary,Canada,Thailand,Czech Republic,Spain,Australia,Poland,Malaysia,Slovakia,Romania,Switzerland,Sweden,Germany",1-2 hour,Mary Harron,"Josh Lucas, Justin Theroux, Christian Bale, Bill Sage",7.6,70,492611,8,13,"$15,070,285 ",4/14/2015,,,,
13622,Harry Potter and the Prisoner of Azkaban,Fantasy,English,Movie,4.2,Turkey,> 2 hrs,Alfonso Cuarón,"Richard Griffiths, Fiona Shaw, Daniel Radcliffe, Pam Ferris",7.9,90,553740,17,53,"$249,975,996 ",4/14/2015,,,,
13623,Looney Tunes: Back in Action,Animation,English,Movie,2.9,"Portugal,Spain,Italy",1-2 hour,"Eric Goldberg, Joe Dante","Timothy Dalton, Steve Martin, Brendan Fraser, Jenna Elfman",5.7,56,33298,,10,"$20,991,364 ",4/14/2015,,,,
13624,All Good Things,Crime,English,Movie,2.6,"Hungary,Romania,Czech Republic,Slovakia",1-2 hour,Andrew Jarecki,"Frank Langella, Lily Rabe, Ryan Gosling, Kirsten Dunst",6.3,35,52971,,1,"$582,024 ",4/14/2015,,,,
13625,Harry Potter and the Goblet of Fire,Fantasy,"English, French",Movie,4.1,Turkey,> 2 hrs,Mike Newell,"Timothy Spall, Eric Sykes, Daniel Radcliffe, David Tennant",7.7,88,550052,13,44,"$290,417,905 ",4/14/2015,,,,
13626,Hachi: A Dogs Tale,Biography,"English, Japanese",Movie,3.6,"Japan,Romania,Belgium,Canada,Hungary,Czech Republic,Netherlands,Italy,Slovakia",1-2 hour,Lasse Hallström,"Cary-Hiroyuki Tagawa, Joan Allen, Sarah Roemer, Richard Gere",8.1,64,255176,,1,,4/14/2015,,,,
13627,Pineapple Express,Crime,"English, Cantonese, Korean",Movie,3.5,"Switzerland,Russia,United Kingdom,Canada,Greece,Italy,France,Germany",1-2 hour,David Gordon Green,"Danny McBride, Kevin Corrigan, Seth Rogen, James Franco",6.9,75,316888,2,15,"$87,341,380 ",4/14/2015,,,,
13628,Beauty and the Beast,Music,Japanese,Series,,United States,< 30 minutes,,"Tsutomu Arakawa, Eiji Akutagawa, Chikako Akimoto, Megumi Hamada",,,,,,,4/14/2015,,,,
13629,The Outpost,Action,English,Movie,3.5,"United States,Canada,Netherlands",> 2 hrs,Rod Lurie,"Jack Kesy, Scott Eastwood, Caleb Landry Jones, Orlando Bloom",6.8,,20459,1,5,,11/3/2020,,,,
13630,From Dusk Till Dawn,Crime,English,Series,3.5,"Belgium,Switzerland,United States,Canada,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Australia,Spain,Portugal,India,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Iceland,Romania,South Korea,Hong Kong,Russia,South Africa,Japan,Thailand,Hungary,Turkey,Greece,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Eiza González, Zane Holtz, D.J. Cotrona, Jesse Garcia",6.9,,19031,,7,,4/14/2015,,,,
13631,Vampire Knight,Action,Japanese,Series,6.5,"United States,Canada,Portugal,Romania,Sweden,Poland,Czech Republic,Lithuania,Russia,Hungary,Spain,France,South Africa,Switzerland,Belgium,Turkey,Slovakia,Netherlands,Italy,Israel",< 30 minutes,,"Yui Horie, Daisuke Kishio, Mamoru Miyano, Jun Fukuyama",7.4,,4485,,,,4/14/2015,,,,
13632,What a Girl Wants,Comedy,English,Movie,2.2,"Russia,Belgium,Switzerland,United States,France,India,Israel",1-2 hour,Dennie Gordon,"Kelly Preston, Colin Firth, Eileen Atkins, Soleil McGhee",5.8,35,59615,1,,"$36,105,433 ",4/14/2015,,,,
13633,American History X,Drama,English,Movie,3.8,"Japan,South Africa,United Kingdom,Belgium,Netherlands",1-2 hour,Tony Kaye,"Jennifer Lien, Beverly D'Angelo, Edward Furlong, Edward Norton",8.5,83,1038294,4,15,"$6,719,864 ",4/14/2015,,,,
13634,Tom and Jerry: The Movie,Animation,English,Movie,1.9,"Switzerland,Brazil,Germany,Portugal,Argentina,Mexico,Colombia,Poland,Czech Republic,Hungary,Slovakia,Romania",1-2 hour,Phil Roman,"Anndi McAfee, Dana Hill, Tony Jay, Richard Kind",5.4,14,9584,1,,"$3,560,469 ",4/14/2015,,,,
13635,Perfume: The Story of a Murderer,Crime,English,Movie,3.2,"Japan,South Korea",> 2 hrs,Tom Tykwer,"Rachel Hurd-Wood, Ben Whishaw, Gonzalo Cunill, Francesc Albiol",7.5,59,234980,15,20,"$2,223,293 ",4/14/2015,,,,
13636,Auschwitz: Inside the Nazi State,Documentary,English,Series,7.2,United Kingdom,< 30 minutes,,"Linda Hunt, Gert Heidenreich, Horst Günter Marx, Samuel West",8.6,,4294,,,,4/14/2015,,,,
13637,Sense and Sensibility,Drama,"English, French",Movie,4.3,"South Korea,Switzerland,Hungary,Lithuania,Romania,Canada,India,Portugal,Russia,Belgium,Czech Republic,Spain,Germany,Iceland,Israel,Poland,Slovakia,Sweden,Turkey",> 2 hrs,Ang Lee,"Tom Wilkinson, Harriet Walter, Kate Winslet, James Fleet",7.6,97,103100,33,49,"$43,182,776 ",4/14/2015,,,,
13638,I Am Vengeance: Retaliation,Action,English,Movie,6.2,"United States,Canada,United Kingdom",1-2 hour,Ross Boyask,"Jacob Anderton, Vinnie Jones, Stu Bennett, Sam Benjamin",3.4,,900,,,,11/3/2020,,,,
13639,The Adventures of Chuck and Friends,Animation,English,Series,7.9,"Portugal,France,Belgium,Iceland,Switzerland,Brazil,Netherlands,Spain,Germany,Australia,Argentina,Sweden,Mexico,Colombia",< 30 minutes,,"Stacey DePass, Darren Frost, Gabriel Giammaria, Fab Filippo",5.8,,97,,1,,4/14/2015,,,,
13640,Thomas and Friends,Fantasy,"Spanish, French, Chinese, Japanese, English",Series,6.4,"Australia,Japan,Sweden,Canada,Germany,Mexico,Spain,United Kingdom,Switzerland,France,Argentina,India,United States,Singapore,Thailand,Brazil,Hong Kong,Italy,Colombia,Malaysia",< 30 minutes,,"Michael Angelis, Keith Wickham, Michael Brandon, Kerry Shale",6.6,,3764,1,2,,4/14/2015,,,,
13641,Awakenings,Biography,English,Movie,4,"Iceland,Japan,Sweden,Turkey",> 2 hrs,Penny Marshall,"Julie Kavner, Ruth Nelson, Robert De Niro, Robin Williams",7.8,88,125975,6,11,"$52,096,475 ",4/14/2015,,,,
13642,Pokemon: Indigo League,Action,Japanese,Series,3.8,"United States,Canada,United Kingdom,Australia,France,Belgium,Switzerland,Germany,Argentina,Mexico,Spain,Portugal,Russia,Slovakia,Poland,Czech Republic,Lithuania,Iceland,Hungary,South Africa,Sweden,Japan,Turkey,Greece,Brazil,Netherlands,Italy,Israel,Colombia,Romania",< 30 minutes,,"Rodger Parsons, Rica Matsumoto, Kayzie Rogers, Ikue Ôtani",7.5,,37651,,1,,4/14/2015,,,,
13643,The Spiderwick Chronicles,Action,English,Movie,3.5,"United States,France,Argentina,Japan,Hong Kong,India,Greece,Portugal,Iceland,Mexico,Singapore,United Kingdom,Sweden,Thailand,Malaysia,Brazil,Italy,Colombia,Australia,Lithuania,Germany",1-2 hour,Mark Waters,"Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Nick Nolte",6.5,81,88861,2,8,"$71,195,053 ",4/14/2015,,,,
13644,A Christmas Special: Miraculous: Tales of Ladybug and Cat Noir,Action,"Urdu, Hindi, Spanish, French, Korean, English",Movie,6.2,"United States,France,South Korea,Romania,Australia,Russia,Sweden,Poland,Belgium,Czech Republic,Hungary,Lithuania,Germany,Slovakia,Spain,Iceland,Portugal,Argentina,Greece,Mexico,South Africa,Switzerland,United Kingdom,Canada,Turkey,Italy,Israel,Colombia",< 30 minutes,,"Bryce Papenbrook, Keith Silverstein, Mela Lee, Cristina Valenzuela",7.8,,5435,,,,12/20/2016,,,,
13645,Miniforce,Action,,Series,7.3,"United States,Hong Kong,South Korea",< 30 minutes,,,4.6,,24,,,,6/8/2017,,,,
13646,Dumb and Dumber,Comedy,"English, Swedish, German",Movie,3,"Mexico,Russia,United Kingdom,Portugal,Brazil,Argentina,Greece,Sweden,Colombia,Italy,South Africa,Israel,Switzerland",1-2 hour,"Bobby Farrelly, Peter Farrelly","Mike Starr, Jeff Daniels, Lauren Holly, Jim Carrey",7.3,68,353738,5,3,"$127,175,374 ",4/14/2015,,,,
13647,Supergirl,Action,English,Series,3.1,"United States,Hungary,Belgium,Portugal,Greece,South Korea,Iceland,Hong Kong,Argentina,Russia,Germany,Czech Republic,France,Poland,Lithuania,Slovakia,Romania,South Africa,Switzerland,Singapore,Canada,Thailand,Malaysia,Brazil,Netherlands,Israel,Mexico,Colombia",< 30 minutes,,"Mehcad Brooks, Chyler Leigh, David Harewood, Melissa Benoist",6.3,,111191,12,44,,9/10/2016,,,,
13648,House at the End of the Street,Drama,English,Movie,1.7,"Romania,Germany,India,United States,Sweden,Turkey,Malaysia,Italy,United Kingdom",1-2 hour,Mark Tonderai,"Jennifer Lawrence, Gil Bellows, Max Thieriot, Elisabeth Shue",5.6,13,72941,1,3,"$31,611,916 ",4/14/2015,,,,
13649,Dance Academy,Drama,English,Series,6.9,"France,Belgium,Switzerland,Spain,Australia",< 30 minutes,,"Xenia Goodwin, Jordan Rodrigues, Alicia Banit, Dena Kaplan",8.1,,4248,11,22,,4/14/2015,,,,
13650,Strawberry Shortcake: Berry Bitty Adventures,Fantasy,English,Series,8,Australia,< 30 minutes,,"Andrea Libman, Anna Cummer, Britt McKillip, Ashleigh Ball",6.2,,181,,,,4/14/2015,,,,
13651,Man on a Ledge,Crime,"English, Spanish",Movie,2.3,"Romania,Hungary,Hong Kong",1-2 hour,Asger Leth,"Barbara Marineau, Mandy Gonzalez, Sam Worthington, William Sadler",6.6,32,144978,,1,"$18,620,000 ",4/14/2015,,,,
13652,A Most Wanted Man,Crime,"English, Turkish, Arabic",Movie,3.8,"Hungary,Poland,Romania",> 2 hrs,Anton Corbijn,"Grigoriy Dobrygin, Homayoun Ershadi, Philip Seymour Hoffman, Mehdi Dehbi",6.8,86,72590,3,6,"$17,237,855 ",4/14/2015,,,,
13653,The Flash,Action,English,Series,3.9,"United States,Iceland,Portugal,Greece,South Korea,Belgium,Hong Kong,Argentina,Russia,Czech Republic,France,Poland,Lithuania,Sweden,Japan,Romania,Hungary,South Africa,Switzerland,Singapore,Canada,Slovakia,Thailand,Malaysia,Brazil,Netherlands,Israel,Mexico,Colombia",< 30 minutes,,"Danielle Panabaker, Candice Patton, Tom Cavanagh, Grant Gustin",7.7,,305176,27,84,,10/6/2015,,,,
13654,Charlie and Lola,Animation,English,Series,7.6,United Kingdom,< 30 minutes,,"Daniel Mayers, Clementine Cowell, Ryan Harris, Morgan Gayle",6.6,,1320,3,4,,4/14/2015,,,,
13655,A Monster in Paris,Fantasy,"French, English",Movie,3.9,Sweden,1-2 hour,Bibo Bergeron,"Matthieu Chedid, François Cluzet, Gad Elmaleh, Vanessa Paradis",6.7,87,19496,,3,,4/14/2015,,,,
13656,Mac and Devin Go to High School,Comedy,English,Movie,3.6,United States,1-2 hour,Dylan C. Brown,"Snoop Dogg, Mike Epps, Teairra Mari, Wiz Khalifa",4.4,62,8165,,,,4/14/2015,,,,
13657,Animal Mechanicals,Animation,English,Series,7.9,"Hong Kong,Canada",< 30 minutes,,"Shannon Lynch, Abigail Gordon, Jim Fowler, Ian MacDougall",5.8,,73,,,,4/14/2015,,,,
13658,A Man Apart,Crime,"English, Spanish",Movie,1.8,"United Kingdom,India,Portugal,Spain,Sweden,Greece",1-2 hour,F. Gary Gray,"Larenz Tate, Geno Silva, Timothy Olyphant, Vin Diesel",6.1,11,45222,,1,"$26,736,098 ",4/14/2015,,,,
13659,Max and Ruby,Animation,English,Series,7.1,"Romania,South Korea,Lithuania,United Kingdom,Russia,Canada,South Africa,Thailand,Hungary,France,Hong Kong,Mexico,Belgium,India,Brazil,Czech Republic,Israel,Italy,Poland,Singapore,Argentina,Greece,Slovakia,Malaysia,Turkey,Colombia",< 30 minutes,,"Loretta Jafelice, Julie-Ann Dean",6.1,,1881,3,6,,4/14/2015,,,,
13660,A Walk to Remember,Drama,English,Movie,2.3,"South Korea,France,Iceland,Spain,Sweden",1-2 hour,Adam Shankman,"Peter Coyote, Daryl Hannah, Shane West, Mandy Moore",7.4,27,199749,4,2,"$41,281,092 ",4/14/2015,,,,
13661,Star Trek,Action,English,Series,4.2,"United States,Iceland,Slovakia,Czech Republic,Hungary,Lithuania,Romania,Russia,Greece,Poland,South Africa,United Kingdom,Australia,Canada,Singapore,Switzerland,Portugal,Belgium,Hong Kong,Germany,Sweden,France,Mexico,Argentina,Spain,South Korea,Japan,Thailand,Turkey,India,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"DeForest Kelley, Nichelle Nichols, William Shatner, Leonard Nimoy",8.3,,73852,11,31,,4/14/2015,,,,
13662,?Que le dijiste a Dios?,Fantasy,Spanish,Movie,6.4,"Argentina,Mexico,Colombia",1-2 hour,Teresa Suarez,"Mar Contreras, Erika de la Rosa, Juan Gabriel, Mark Tacher",3.8,25,367,,,,4/14/2015,,,,
13663,Mia and Me,Fantasy,English,Series,8,"Switzerland,Canada,Australia,Germany,Argentina,France,United Kingdom,Spain,United States,Belgium,Sweden,Portugal,South Africa,Mexico,Greece,Poland,Czech Republic,Slovakia,Lithuania,Romania,Hungary,Turkey,Brazil,Netherlands,Israel,Colombia",< 30 minutes,,"Josephine Benini, Asia Amodeo, Stephie Theodora, Rosabell Laurenti Sellers",6.6,,501,,,,4/14/2015,,,,
13664,Star Trek: Voyager,Action,English,Series,3.9,"United States,Iceland,Slovakia,Lithuania,Czech Republic,Romania,Russia,Poland,Greece,South Africa,United Kingdom,Australia,Canada,Singapore,Switzerland,Hong Kong,Portugal,Sweden,Belgium,France,Germany,Mexico,Argentina,Spain,South Korea,Japan,Thailand,Hungary,Turkey,India,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill",7.8,,59554,33,84,,4/14/2015,,,,
13665,Mako Mermaids: An H2O Adventure,Fantasy,English,Series,6.8,"Belgium,Switzerland,United States,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Spain,Portugal,Hong Kong,Greece,Romania,Singapore,South Africa,Czech Republic,Slovakia,Hungary,Lithuania,Russia,India,Poland,South Korea,Thailand,Turkey,Iceland,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Rowan Hills, Chai Hansen, Gemma Forsyth, Dominic Deutscher",6.9,,3214,,2,,4/14/2015,,,,
13666,First Kill,Action,English,Movie,1.7,"United States,Italy",1-2 hour,Steven C. Miller,"Megan Leonard, Bruce Willis, Ty Shelton, Hayden Christensen",5,15,10378,,,,2/10/2018,,,,
13667,Sex and the City: The Movie,Comedy,English,Movie,2.6,"Canada,Lithuania,Switzerland,Japan,Belgium,Netherlands,Germany,Turkey,United States",> 2 hrs,Michael Patrick King,"Cynthia Nixon, Sarah Jessica Parker, Kim Cattrall, Kristin Davis",5.6,49,116328,2,12,"$152,647,258 ",4/14/2015,,,,
13668,Marvels Agents of S.H.I.E.L.D.,Action,English,Series,3.8,"United States,Italy",< 30 minutes,,"Chloe Bennet, Elizabeth Henstridge, Clark Gregg, Ming-Na Wen",7.5,,199792,6,46,,4/14/2015,,,,
13669,InuYasha,Action,"Japanese, English",Series,4,"United States,Japan,Hong Kong,Spain,Portugal,Canada,Singapore,Thailand,Malaysia,Italy,India",< 30 minutes,,"Satsuki Yukino, Kappei Yamaguchi, Darren Pleavin, Richard Ian Cox",7.9,,14611,2,1,,6/16/2015,,,,
13670,Easy A,Comedy,English,Movie,3.8,"Canada,Singapore,Hong Kong,Germany,South Korea,Switzerland,Slovakia,Hungary,Poland,Lithuania,Czech Republic,Romania,France,United Kingdom,Russia,Thailand,Australia,Portugal,Japan,Belgium,South Africa,Turkey,Greece,Spain,Iceland,Malaysia,Italy,Israel,Netherlands",1-2 hour,Will Gluck,"Emma Stone, Dan Byrd, Penn Badgley, Amanda Bynes",7,85,360198,9,21,"$58,401,464 ",4/14/2015,,,,
