Title ID,Title,Genre,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,IMDb Votes,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,,,,
13509,RoboCop,Crime,"English, Persian, Ukrainian",Movie,2.7,"Canada,United Kingdom",1-2 hour,José Padilha,"Gary Oldman, Joel Kinnaman, Abbie Cornish, Michael Keaton",6.1,48,216343,4,1,"$58,607,007 ",4/14/2015,,,,
13510,Ip Man,Action,"Cantonese, Mandarin, Japanese",Movie,3.8,"United States,Australia,Sweden,Japan,Hong Kong,Argentina,Mexico,Iceland,Singapore,Colombia",1-2 hour,Wilson Yip,"Hiroyuki Ikeuchi, Simon Yam, Lynn Xiong, Donnie Yen",8,86,211913,12,19,,4/14/2015,,,,
13511,El Senor de los cielos,Crime,Spanish,Series,8,"United States,Argentina,Brazil,Mexico,Colombia",< 30 minutes,,"Carmen Aub, Rafael Amaya, Fernanda Castillo, Lisa Owen",6.8,,898,2,,,4/14/2015,,,,
13512,Wild Oats,Action,"English, Spanish, German",Movie,4.7,"United States,Belgium,Canada",1-2 hour,Andy Tennant,"Shirley MacLaine, Ptolemy Slocum, Jessica Lange, Demi Moore",5.7,0,3451,,,"$40,598 ",5/17/2017,,,,
13513,Carrie,Drama,English,Movie,2.7,"South Korea,Hong Kong,Belgium,South Africa,Switzerland,Japan,Thailand,France,Netherlands,Italy,Australia,Singapore,India,Malaysia,Russia",1-2 hour,Kimberly Peirce,"Portia Doubleday, Julianne Moore, Gabriella Wilde, Chloë Grace Moretz",5.9,50,133495,6,7,"$35,266,619 ",4/14/2015,,,,
13514,Casese quien pueda,Comedy,,Movie,6.1,"Argentina,Mexico,Colombia",1-2 hour,Marco Polo Constandse,"Luis Gerardo Méndez, Juan Pablo Medina, Martha Higareda, Michel Brown",5.7,20,1714,,,,4/14/2015,,,,
13515,Kung Fu Panda: Secrets of the Scroll,Action,English,Movie,7.7,"United States,Brazil,Argentina,Switzerland,Sweden,Belgium,France,Netherlands,Spain,Germany,Iceland,Portugal,India,Slovakia,Hungary,Lithuania,Czech Republic,Romania,Greece,Poland,South Africa,Singapore,Hong Kong,Israel,United Kingdom,Canada,Australia,South Korea,Japan,Italy,Thailand,Mexico,Turkey,Russia",< 30 minutes,Rodolphe Guenoden,"Jack Black, Dustin Hoffman, Eliott Guenoden, James Hong",7.1,,1745,,1,,3/25/2016,,,,
13516,El Cartel,Crime,Spanish,Series,8.8,"Argentina,United States,Mexico,Colombia",< 30 minutes,,"Jesus Chaver, Vivian Ossa, Felipe Castilla, Manolo Cardona",8.2,,664,1,3,,4/14/2015,,,,
13517,The Twilight Saga: New Moon,Fantasy,"English, Italian",Movie,2,"Canada,Switzerland,United Kingdom,South Korea,Hong Kong,Japan,Thailand,Germany,Italy,Australia,Greece,Malaysia,Sweden,Belgium,Netherlands,Turkey,Mexico,Argentina,Brazil,Colombia,Spain",> 2 hrs,Chris Weitz,"Christina Jastrzembska, Robert Pattinson, Billy Burke, Kristen Stewart",4.7,28,266350,20,24,"$297,816,253 ",4/14/2015,,,,
13518,Twilight,Fantasy,English,Movie,2.6,"Canada,Switzerland,United Kingdom,South Korea,Hong Kong,Japan,Thailand,Germany,Italy,Australia,Greece,Malaysia,Sweden,Belgium,Netherlands,Turkey,Mexico,Argentina,Brazil,Colombia,Spain",> 2 hrs,Catherine Hardwicke,"Billy Burke, Matt Bushell, Sarah Clarke, Kristen Stewart",5.2,49,427774,29,15,"$193,962,473 ",4/14/2015,,,,
13519,Chef,Adventure,"English, Spanish",Movie,3.8,"South Korea,Hong Kong,Canada,Singapore,United States,Malaysia",1-2 hour,Jon Favreau,"John Leguizamo, Jon Favreau, Emjay Anthony, Bobby Cannavale",7.3,87,197249,2,4,"$31,424,003 ",4/14/2015,,,,
13520,Jim Jefferies : BARE,Comedy,English,Movie,6.6,"Australia,Germany,Mexico,France,Switzerland,Argentina,Sweden,United Kingdom,Canada,Belgium",1-2 hour,Shannon Hartman,Jim Jefferies,8.1,,4944,,,,4/14/2015,,,,
13521,Chelsea Handler: Uganda Be Kidding Me Live,Comedy,English,Movie,7.4,"Belgium,Canada,Germany,Mexico,France,Australia,Argentina,Sweden",1-2 hour,James Yukich,Chelsea Handler,5.8,,1087,,,,4/14/2015,,,,
13522,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,English,Movie,2.1,"United States,Brazil,Mexico,Argentina,Canada,United Kingdom,Switzerland,Australia,Sweden,Belgium,Romania,France,Japan,Netherlands,Germany,Spain,Iceland,Slovakia,Poland,Hungary,Lithuania,Czech Republic,Greece,South Korea,India,Portugal,Russia,South Africa,Israel,Singapore,Hong Kong,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,Woo-Ping Yuen,"Harry Shum Jr., Michelle Yeoh, Natasha Liu Bordizzo, Donnie Yen",6.1,20,17943,1,1,,2/26/2016,,,,
13523,Being Elmo: A Puppeteers Journey,Documentary,English,Movie,5.6,"Belgium,Switzerland,United States,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Spain,Portugal,Greece,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Hong Kong,Iceland,Hungary,Romania,South Africa,South Korea,Japan,Thailand,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",1-2 hour,"Constance Marks, Philip Shane","Fran Brill, Bill Barretta, Tau Bennett, Whoopi Goldberg",7.6,95,6774,8,8,"$304,052 ",4/14/2015,,,,
13524,The Magic School Bus,Fantasy,English,Series,4.7,"Belgium,Switzerland,United States,Canada,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Australia,Spain,Portugal,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Hong Kong,Hungary,Romania,South Africa,Japan,Thailand,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Lily Tomlin, Erica Luttrell, Daniel DeSanto, Tara Meyer",7.8,,8322,3,11,,4/14/2015,,,,
13525,Mission Blue,Documentary,English,Movie,8.2,"Belgium,Switzerland,Brazil,United States,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Netherlands,Spain,Portugal,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Iceland,Hungary,Romania,South Africa,Hong Kong,Japan,Israel,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,"Fisher Stevens, Robert Nixon","Barbara Block, Sylvia Earle, James Cameron, Michael deGruy",7.9,85,1657,1,3,,4/14/2015,,,,
13526,Kings,Action,Hindi,Movie,4.1,"United States,Brazil,Mexico,Colombia,Argentina",1-2 hour,Milan Luthria,"Ajay Devgn, Esha Gupta, Emraan Hashmi, Ileana D'Cruz",4.9,0,4336,1,1,,11/1/2018,,,,
13527,Erin Brockovich,Biography,English,Movie,3.8,"United Kingdom,South Korea",> 2 hrs,Steven Soderbergh,"Albert Finney, Dawn Didawick, David Brisbin, Julia Roberts",7.3,84,175443,33,59,"$125,595,205 ",4/14/2015,,,,
13528,Mr. Brooks,Crime,English,Movie,2.9,"Switzerland,Czech Republic,Germany",> 2 hrs,Bruce A. Evans,"Dane Cook, Kevin Costner, William Hurt, Demi Moore",7.3,55,143850,,2,"$28,549,298 ",4/14/2015,,,,
13529,Ne Zha,Action,"Mandarin, English",Movie,5.7,"United States,Canada",1-2 hour,Yu Yang,"Yanting Lü, Joseph, Hao Chen, Mo Han",7.5,88,5843,20,23,"$3,695,533 ",5/26/2020,,,,
13530,Bangkok Dangerous,Crime,"English, Thai",Movie,1.4,France,1-2 hour,"Oxide Chun Pang, Danny Pang","Nicolas Cage, Panward Hemmanee, Shahkrit Yamnarm, Charlie Yeung",5.4,8,54932,,1,"$15,298,133 ",4/14/2015,,,,
13531,Bad Santa,Crime,English,Movie,3.6,Canada,1-2 hour,Terry Zwigoff,"Lauren Graham, Tony Cox, Brett Kelly, Billy Bob Thornton",7,78,135797,1,12,"$60,060,328 ",4/14/2015,,,,
13532,Trailer Park Boys,Crime,English,Series,4.2,"Belgium,Brazil,United States,Canada,Mexico,Argentina,Sweden,United Kingdom,Netherlands,Australia,France,Portugal,Switzerland,Germany,Spain,India,Russia,Greece,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Israel,Hong Kong,Iceland,Hungary,Romania,South Africa,South Korea,Japan,Italy,Thailand,Turkey,Malaysia,Colombia",< 30 minutes,,"Robb Wells, John Dunsworth, Mike Smith, John Paul Tremblay",8.4,,37377,4,22,,4/14/2015,,,,
13533,Bill Burr: Im Sorry You Feel That Way,Comedy,English,Movie,6.1,"Belgium,Canada,Australia,Germany,France,Argentina,Sweden,Switzerland,Mexico",1-2 hour,Jay Karas,Bill Burr,8.4,100,6979,,,,4/14/2015,,,,
13534,The Way Back,Adventure,"English, Russian, Polish, Tibetan, Mongolian",Movie,3.5,"Belgium,Netherlands,Germany,Sweden",> 2 hrs,Peter Weir,"Dragos Bucur, Ed Harris, Colin Farrell, Alexandru Potocean",7.3,74,110733,4,5,"$2,701,859 ",4/14/2015,,,,
13535,Donnie Brasco,Crime,"English, Italian, Japanese",Movie,4,"Hungary,Lithuania,Romania,Russia,Switzerland,United Kingdom,France,Canada,Belgium,Czech Republic,Netherlands,Israel,Italy,Poland,Greece,Slovakia,Germany,Thailand,Sweden,Singapore,Malaysia,Hong Kong",> 2 hrs,Mike Newell,"Johnny Depp, Michael Madsen, Al Pacino, Bruno Kirby",7.7,88,280377,2,16,"$41,909,762 ",4/14/2015,,,,
13536,Power Players,Action,English,Series,8,"United States,Canada",< 30 minutes,,"Kieran Walton, Greg Chun",6.1,,40,,,,3/5/2020,,,,
13537,Ong-Bak: The Thai Warrior,Crime,"Thai, English",Movie,3.8,Thailand,1-2 hour,Prachya Pinkaew,"Pumwaree Yodkamol, Tony Jaa, Petchtai Wongkamlao, Suchao Pongwilai",7.2,85,71135,2,5,"$4,563,167 ",4/14/2015,,,,
13538,Gone Baby Gone,Crime,English,Movie,4,Canada,1-2 hour,Ben Affleck,"Morgan Freeman, Casey Affleck, Ed Harris, Michelle Monaghan",7.6,94,251313,34,31,"$20,292,962 ",4/14/2015,,,,
13539,The Butterfly Effect,Drama,English,Movie,2.3,"Romania,Hungary,Czech Republic,Slovakia",1-2 hour,"J. Mackye Gruber, Eric Bress","Elden Henson, Amy Smart, Ashton Kutcher, Melora Walters",7.6,33,452228,1,8,"$57,938,693 ",4/14/2015,,,,
13540,The Boy Who Cried Werewolf,Fantasy,English,Movie,6.7,United States,1-2 hour,Eric Bross,"Matt Winston, Chase Ellison, Anna Galvin, Victoria Justice",6,66,2826,1,2,,4/14/2015,,,,
13541,Step Brothers,Comedy,"English, Spanish",Movie,2.9,"Russia,South Africa,United Kingdom,South Korea,Canada,Portugal,Belgium,Netherlands,Australia",1-2 hour,Adam McKay,"Will Ferrell, Richard Jenkins, John C. Reilly, Mary Steenburgen",6.9,55,268926,3,2,"$100,468,793 ",4/14/2015,,,,
13542,Baby Boy,Crime,English,Movie,3.2,"Romania,Hungary,Lithuania,Czech Republic,Israel,Australia,Poland,Slovakia,Turkey",> 2 hrs,John Singleton,"Tamara Bass, Tyrese Gibson, Omar Gooding, Taraji P. Henson",6.4,71,13083,1,14,"$28,734,552 ",4/14/2015,,,,
13543,Bob the Builder,Animation,English,Series,5.8,Australia,< 30 minutes,,"Lorelei King, Kate Harbour, Rob Rackstraw, Neil Morrissey",5.5,,3858,,1,,4/14/2015,,,,
13544,BoJack Horseman Christmas Special: Sabrinas Christmas Wish,Animation,English,Movie,7.6,"Belgium,Switzerland,Brazil,United States,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Netherlands,Spain,Portugal,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Israel,Hong Kong,Iceland,Romania,South Africa,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,"Aaron Paul, Amy Sedaris, Will Arnett, Alison Brie",7.2,,1941,,,,4/14/2015,,,,
13545,Beetlejuice,Fantasy,English,Movie,3.8,"Thailand,Hong Kong,South Korea,Singapore,Malaysia",1-2 hour,Tim Burton,"Geena Davis, Alec Baldwin, Maurice Page, Annie McEnroe",7.5,85,264427,7,11,"$74,220,408 ",4/14/2015,,,,
13546,BoJack Horseman,Animation,English,Series,4.3,"Belgium,Switzerland,Brazil,United States,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Netherlands,Spain,Portugal,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Israel,Hong Kong,Iceland,Hungary,Romania,South Africa,Japan,Italy,Thailand,Turkey,Malaysia,Colombia",< 30 minutes,,"Aaron Paul, Amy Sedaris, Will Arnett, Alison Brie",8.7,,112248,28,35,,4/14/2015,,,,
13547,Big Time Movie,Comedy,English,Movie,7.2,United States,1-2 hour,Savage Steve Holland,"Logan Henderson, Kendall Schmidt, Carlos PenaVega, James Maslow",6.4,58,1650,,1,,4/14/2015,,,,
13548,Big Kill,Action,English,Movie,6.4,"United States,Canada",> 2 hrs,Scott Martin,"Jason Patric, Lou Diamond Phillips, Christoph Sanders, Scott Martin",5.3,22,1016,1,,,6/18/2019,,,,
13549,Blue Streak,Crime,"English, Spanish",Movie,2.4,"Portugal,Belgium,Canada,Switzerland,South Africa,United Kingdom,France,Iceland,South Korea,Russia,Netherlands,Spain,Germany,Israel,Italy,Greece,Sweden,Turkey",1-2 hour,Les Mayfield,"Dave Chappelle, Luke Wilson, Martin Lawrence, Peter Greene",6.3,36,75235,,,"$68,518,533 ",4/14/2015,,,,
13550,Boyz n the Hood,Crime,English,Movie,4.2,"Canada,Iceland,Brazil,Argentina,Sweden,Mexico,Belgium,Colombia",1-2 hour,John Singleton,"Lloyd Avery II, Hudhail Al-Amir, Angela Bassett, Miya McGhee",7.8,96,126718,11,23,"$57,504,069 ",4/14/2015,,,,
13551,G.B.F.,Comedy,"English, German",Movie,3.2,"Belgium,France,Switzerland",1-2 hour,Darren Stein,"Paul Iacono, Andrea Bowen, Michael J. Willett, Sasha Pieterse",5.9,80,10596,3,,,4/14/2015,,,,
13552,Big Fish,Fantasy,"English, Cantonese",Movie,3.5,"South Korea,Japan,Portugal,Switzerland,Russia,Belgium,Brazil,Netherlands,Spain,Israel,Italy,Australia,Argentina,Turkey,Mexico,Colombia",> 2 hrs,Tim Burton,"Albert Finney, Billy Crudup, Ewan McGregor, Jessica Lange",8,75,415920,,69,"$66,809,693 ",4/14/2015,,,,
13553,Not Easily Broken,Drama,English,Movie,5.9,"Brazil,Argentina,Mexico,Colombia",1-2 hour,Bill Duke,"Taraji P. Henson, Kevin Hart, Morris Chestnut, Maeve Quinlan",6.1,31,2765,1,3,"$10,572,742 ",4/14/2015,,,,
13554,The House Bunny,Comedy,English,Movie,2.5,"South Korea,Belgium,Mexico,Brazil,Argentina,Colombia,Spain",1-2 hour,Fred Wolf,"Emma Stone, Colin Hanks, Anna Faris, Kat Dennings",5.5,43,79488,,2,"$48,237,389 ",4/14/2015,,,,
13555,Antidote,Action,English,Movie,6.2,"United States,Canada",1-2 hour,Ken Barbet,"Randy Couture, Mindy Robinson, Wil Traval, Chuck Zito",2.7,,271,,,,4/14/2019,,,,
13556,Beyblade,Family,English,Series,7.6,India,< 30 minutes,,"David Berni, Raoul Bhaneja, Daniel DeSanto, Marlowe Gardiner-Heslin",5.3,,83,,,,4/14/2015,,,,
13557,Bitten,Fantasy,English,Series,3.5,"Belgium,India,Lithuania,Russia,Hong Kong,Switzerland,France,United Kingdom,South Korea,Romania,Hungary,Japan,South Africa,Thailand,Iceland,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Poland,Singapore,Greece,Malaysia,Slovakia,Sweden,Turkey",< 30 minutes,,"Laura Vandervoort, Greg Bryk, Greyston Holt, Steve Lund",7,,16351,1,8,,4/14/2015,,,,
13558,Buffalo Boys,Action,"Indonesian, English",Movie,7.6,"United States,Canada",1-2 hour,Mike Wiluan,"Pevita Pearce, Tio Pakusadewo, Ario Bayu, Yoshi Sudarso",5.8,79,1062,,1,,4/12/2019,,,,
13559,Black Hawk Down,Drama,"English, Somali, Arabic",Movie,3.8,"Lithuania,Hungary,Canada,Brazil,Czech Republic,Poland,Argentina,Slovakia,Mexico,India,Colombia,Romania,Greece,France,Switzerland",> 2 hrs,Ridley Scott,"Eric Bana, Josh Hartnett, Ewan McGregor, Tom Sizemore",7.7,76,364895,11,37,"$108,638,745 ",4/14/2015,,,,
13560,Precious: Based on the Novel Push by Sapphire,Drama,"English, Italian",Movie,4.1,Italy,1-2 hour,Lee Daniels,"Mariah Carey, Mo'Nique, Gabourey Sidibe, Paula Patton",7.3,92,105899,114,103,"$47,566,524 ",4/14/2015,,,,
13561,Boys Over Flowers,Comedy,Korean,Series,4.5,"Singapore,Lithuania,United Kingdom,Slovakia,Argentina,France,Russia,Canada,Czech Republic,Iceland,South Africa,India,Spain,Australia,Portugal,Hungary,Switzerland,Mexico,Belgium,Germany,Sweden,Thailand,Greece,United States,Poland,Turkey,Malaysia,Japan,Brazil,Netherlands,Italy,Israel,Colombia,Romania",< 30 minutes,,"Kim Hyun-joong, Ku Hye-Sun, Lee Min-Ho, Kim Bum",7.9,,8993,9,8,,4/14/2015,,,,
13562,Goosebumps,Fantasy,English,Series,3.9,"United States,Canada,Sweden,France,United Kingdom,Australia,Spain,Portugal,Switzerland,Belgium,Iceland,Netherlands,Italy",< 30 minutes,,"R.L. Stine, Scott Wickware, Kathryn Short, Cody Jones",7.7,,11981,2,9,,4/14/2015,,,,
13563,The Benchwarmers,Comedy,"English, Spanish",Movie,1.6,Sweden,1-2 hour,Dennis Dugan,"Jon Heder, Rob Schneider, Jon Lovitz, David Spade",5.5,13,48342,,7,"$59,843,754 ",4/14/2015,,,,
13564,Bo on the Go!,Animation,English,Series,7.5,"United States,South Africa,Canada,Turkey,Italy,Israel",< 30 minutes,,"Catherine O'Connor, Andrew Sabiston, Jim Fowler",5.1,,93,,,,4/14/2015,,,,
13565,Blackfish,Documentary,"English, Spanish",Movie,4.4,"Germany,United Kingdom,United States,Portugal",1-2 hour,Gabriela Cowperthwaite,"Mark Simmons, Samantha Berg, John Hargrove, Tilikum",8.1,98,62038,6,39,"$2,073,582 ",4/14/2015,,,,
13566,Bring It On,Comedy,English,Movie,2.9,"Sweden,South Korea",1-2 hour,Peyton Reed,"Gabrielle Union, Eliza Dushku, Jesse Bradford, Kirsten Dunst",6,63,87786,2,7,"$68,379,000 ",4/14/2015,,,,
13567,Free Birds,Animation,English,Movie,1.9,"Australia,Romania",1-2 hour,Jimmy Hayward,"Woody Harrelson, George Takei, Amy Poehler, Owen Wilson",5.8,20,22575,,2,"$55,750,480 ",4/14/2015,,,,
13568,Death Race: Beyond Anarchy,Action,,Movie,5.8,"United States,Canada",1-2 hour,Don Michael Paul,"Victoria Ananieva, Nicholas Aaron, Lucy Aarden, Jasette Amos",5.2,49,3536,1,,,10/2/2018,,,,
13569,Big Daddy,Comedy,"English, Italian",Movie,2.4,"Canada,United Kingdom,Australia,Russia,Japan,Belgium,Netherlands,Iceland,Israel",1-2 hour,Dennis Dugan,"Adam Sandler, Cole Sprouse, Jon Stewart, Joey Lauren Adams",6.4,39,200712,8,14,"$163,479,795 ",4/14/2015,,,,
13570,Battle Drone,Action,English,Movie,6.7,"United States,Canada",1-2 hour,Mitch Gould,"Michael Paré, Louis Mandylor, Natassia Malthe, Dominique Swain",5.2,,1870,,,,3/2/2018,,,,
13571,Bad Teacher,Comedy,English,Movie,2.5,"South Africa,Hong Kong,Australia,Singapore,Germany,Switzerland,United Kingdom,Thailand,Canada,South Korea,Portugal,Japan,Sweden,Russia,Spain,India,France,Belgium,Greece,Malaysia,Netherlands,Iceland,Israel,Turkey,Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania",1-2 hour,Jake Kasdan,"Jason Segel, Justin Timberlake, Cameron Diaz, Lucy Punch",5.6,45,193547,6,4,"$100,292,856 ",4/14/2015,,,,
13572,Into the Badlands,Action,English,Series,4,"United States,Canada",< 30 minutes,,"Orla Brady, Aramis Knight, Daniel Wu, Emily Beecham",8,,41193,1,8,,3/5/2017,,,,
13573,The Notebook,Drama,English,Movie,3.1,"Slovakia,Poland,Romania,Switzerland,Australia,Germany,Hungary,Argentina,Mexico,Turkey,United Kingdom,Sweden,Czech Republic,Belgium,Canada,Brazil,Netherlands,Italy,South Africa,Colombia,Israel,Russia",> 2 hrs,Nick Cassavetes,"Gena Rowlands, James Garner, Starletta DuPois, Tim Ivey",7.8,53,522018,12,10,"$81,001,787 ",4/14/2015,,,,
13574,Something Borrowed,Comedy,English,Movie,1.8,"Germany,Japan,United Kingdom",1-2 hour,Luke Greenfield,"Ginnifer Goodwin, Kate Hudson, John Krasinski, Colin Egglesfield",5.9,15,57750,,5,"$39,046,489 ",4/14/2015,,,,
13575,Orange Is the New Black,Crime,English,Series,4,"Belgium,Switzerland,Brazil,United States,Canada,Australia,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Netherlands,Spain,Portugal,India,Russia,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Israel,Hong Kong,Iceland,Romania,Greece,South Korea,South Africa,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,"Kate Mulgrew, Danielle Brooks, Taylor Schilling, Uzo Aduba",8.1,,279022,51,143,,4/14/2015,,,,
13576,Bad Boys,Crime,English,Movie,2.5,"Iceland,Switzerland,France,Japan,United Kingdom,Belgium,Canada,Russia,Netherlands,Spain,Germany,Australia,Portugal,Turkey",1-2 hour,Michael Bay,"Michael Taliferro, Lisa Boyle, Emmanuel Xuereb, Tchéky Karyo",6.9,42,241124,1,3,"$65,807,024 ",4/14/2015,,,,
13577,Paul Blart: Mall Cop,Crime,English,Movie,2.1,"Switzerland,United Kingdom,Australia,Mexico,Argentina,Belgium,Germany,United States,Brazil,Italy,Iceland,Sweden,Colombia",1-2 hour,Steve Carr,"Keir O'Donnell, Raini Rodriguez, Kevin James, Jayma Mays",5.2,34,103649,1,3,"$146,336,178 ",4/14/2015,,,,
13578,Blow,Crime,English,Movie,3,"Hungary,Romania,Russia,South Korea,India,Switzerland,United Kingdom,Hong Kong,Thailand,Czech Republic,Germany,Poland,Singapore,Malaysia,Slovakia,Italy",> 2 hrs,Ted Demme,"Johnny Depp, Rachel Griffiths, Franka Potente, Penélope Cruz",7.6,55,241558,3,9,"$52,990,775 ",4/14/2015,,,,
13579,The Chase,Action,English,Series,,"United States,Canada",< 30 minutes,Jack Meltzer,,,,,,,,10/15/2016,,,,
13580,Batman: Mask of the Phantasm,Crime,English,Movie,4.1,Australia,1-2 hour,"Boyd Kirkland, Kevin Altieri, Frank Paur, Eric Radomski, Bruce Timm, Dan Riba","Hart Bochner, Kevin Conroy, Stacy Keach, Dana Delany",7.8,84,43893,,1,"$5,635,204 ",4/14/2015,,,,
13581,Soul Eater,Action,"Japanese, English",Series,3.9,"United States,Canada",< 30 minutes,,"Micah Solusod, Brittney Karbowski, Laura Bailey, Chiaki Omigawa",7.8,,11108,,,,4/14/2015,,,,
13582,The Borgias,Crime,English,Series,4,United States,< 30 minutes,,"Jeremy Irons, Holliday Grainger, Peter Sullivan, François Arnaud",7.9,,48100,16,54,,4/14/2015,,,,
13583,Barbie Life in the Dreamhouse,Animation,English,Series,8,"Poland,Hong Kong,Germany,South Korea,Singapore,Spain,Sweden,South Africa,France,Iceland,Czech Republic,Hungary,Slovakia,Lithuania,Belgium,Switzerland,Australia,Mexico,United Kingdom,Canada,United States,Portugal,Greece,Romania,Russia,India,Japan,Thailand,Turkey,Argentina,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Sean Hankinson, Haviland Stillwell, Paula Rhodes, Kate Higgins",7.3,,1322,,,,4/14/2015,,,,
13584,"Yo Soy Betty, La Fea",Comedy,Spanish,Series,7.8,"Argentina,Mexico,Colombia",< 30 minutes,,"Jorge Enrique Abello, Lorna Cepeda, Ana María Orozco, Natalia Ramírez",8.2,,2517,5,,,4/14/2015,,,,
13585,Johnny Test,Action,English,Series,4,"United States,Canada,Argentina,Mexico,Hungary,Slovakia,Czech Republic,Thailand,Sweden,South Korea,Singapore,Hong Kong,Russia,India,Lithuania,Belgium,Iceland,Romania,South Africa,Greece,Portugal,France,Australia,Japan,Poland,Germany,Spain,United Kingdom,Switzerland,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Lee Tockar, James Arnold Taylor, Maryke Hendrikse, Ashleigh Ball",5,46,6772,1,5,,4/14/2015,,,,
13586,Bloodline,Drama,English,Series,4,"Belgium,Switzerland,United States,Canada,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Spain,Portugal,Australia,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Hong Kong,Iceland,Romania,South Africa,Japan,Thailand,Hungary,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Linda Cardellini, Norbert Leo Butz, Kyle Chandler, Jacinda Barrett",8,,44092,4,18,,4/14/2015,,,,
13587,SpongeBob SquarePants,Fantasy,"English, Spanish, Irish, Korean",Series,4.1,"Canada,United Kingdom,Belgium,France,Mexico,Portugal,Switzerland,Japan,Hong Kong,Thailand,Brazil,Netherlands,Spain,Germany,Italy,Australia,Poland,Singapore,Argentina,Malaysia,Turkey,Colombia",< 30 minutes,,"Tom Kenny, Rodger Bumpass, Clancy Brown, Bill Fagerbakke",8.2,,83914,53,61,,4/14/2015,,,,
13588,Better Call Saul,Crime,"English, Spanish, Vietnamese",Series,4.3,"Belgium,Switzerland,Germany,Mexico,Argentina,Sweden,France,United Kingdom,Portugal,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Hong Kong,Romania,United States,Canada,Spain,South Africa,Iceland,Japan,Thailand,Hungary,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Jonathan Banks, Rhea Seehorn, Patrick Fabian, Bob Odenkirk",8.7,,323991,31,183,,4/14/2015,,,,
13589,Yo-Kai Watch,Action,English,Series,7.7,"United States,Canada,Australia,Lithuania,Romania,Iceland,Czech Republic,Hungary,United Kingdom,Russia,Slovakia,Argentina,South Africa,Mexico,Portugal,France,Poland,Sweden,Switzerland,Germany,Belgium,Spain,Turkey,South Korea,Singapore,Thailand,India,Greece,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Johnny Yong Bosch, Melissa Hutchison, Alicyn Packard, Brent Pendergrass",5.9,,453,,,,4/16/2016,,,,
13590,Absolutely Fabulous,Comedy,"English, French",Series,4,United Kingdom,< 30 minutes,,"Jennifer Saunders, Julia Sawalha, Joanna Lumley, June Whitfield",8.1,,18153,9,18,,4/14/2015,,,,
13591,S.W.A.T.: Fire Fight,Crime,English,Movie,2.6,"Lithuania,Hungary,South Africa,Switzerland,South Korea,Canada,Brazil,Czech Republic,Italy,Australia,Poland,Argentina,Greece,Slovakia,Turkey,Mexico,Colombia,Romania,France,Sweden,India,Spain,Portugal,Netherlands,Israel,United Kingdom,Iceland",1-2 hour,Benny Boom,"Carly Pope, Gabriel Macht, Robert Patrick, Giancarlo Esposito",5.3,34,9143,,,,4/14/2015,,,,
13592,"The Good, the Bad and the Ugly",Western,Italian,Movie,4.6,Canada,> 2 hrs,Sergio Leone,"Lee Van Cleef, Clint Eastwood, Aldo Giuffrè, Eli Wallach",8.8,97,689796,2,6,"$25,100,000 ",4/14/2015,,,,
